sn,ymd,ym,code,si,dong,apt_nm,juso_jibun,price,con_year,area,floor,py,cnt
3154,2022-01-12,2022-01-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15500,1998,85,6,602,1
3155,2022-01-13,2022-01-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,12900,1992,76,12,560,1
3156,2022-01-17,2022-01-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,26900,2006,85,15,1044,1
3157,2022-01-21,2022-01-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28000,2006,85,9,1087,1
3158,2022-01-29,2022-01-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27000,2006,85,11,1048,1
3159,2022-01-29,2022-01-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,33000,2010,117,2,931,1
3542,2022-02-01,2022-02-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,21000,2006,60,18,1155,1
3543,2022-02-03,2022-02-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5800,1999,47,3,407,1
3544,2022-02-03,2022-02-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5800,1999,47,3,407,1
3545,2022-02-03,2022-02-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5400,1999,39,1,457,1
3546,2022-02-04,2022-02-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,12100,1993,84,1,475,1
3547,2022-02-04,2022-02-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,31000,2010,85,2,1204,1
3548,2022-02-06,2022-02-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,6500,1988,47,1,456,1
3549,2022-02-09,2022-02-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28000,2006,85,11,1087,1
3550,2022-02-10,2022-02-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,28500,2010,117,6,804,1
3551,2022-02-12,2022-02-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,15500,2010,47,1,1088,1
3552,2022-02-12,2022-02-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7900,1988,47,4,555,1
3553,2022-02-15,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,5700,1998,35,5,537,1
3554,2022-02-16,2022-02-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,26900,2006,85,11,1044,1
3555,2022-02-16,2022-02-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,12200,1993,84,4,479,1
3556,2022-02-17,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15700,1998,85,9,610,1
3557,2022-02-20,2022-02-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27800,2006,85,20,1079,1
3558,2022-02-23,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6500,1998,35,3,613,1
3559,2022-02-24,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6200,1998,35,5,585,1
3560,2022-02-25,2022-02-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,27500,2010,85,7,1068,1
3561,2022-02-25,2022-02-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,37700,2006,121,13,1028,1
3562,2022-02-26,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6500,1998,35,1,613,1
3563,2022-02-27,2022-02-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,48500,2006,156,21,1026,1
3564,2022-02-28,2022-02-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15300,1998,85,9,594,1
3565,2022-02-28,2022-02-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,26000,2010,85,6,1009,1
4072,2022-03-01,2022-03-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,8500,1993,60,12,467,1
4073,2022-03-02,2022-03-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,33000,2006,156,3,698,1
4074,2022-03-04,2022-03-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,8500,1993,60,6,467,1
4075,2022-03-05,2022-03-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,5800,1998,35,2,547,1
4076,2022-03-10,2022-03-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,12000,1993,84,6,471,1
4077,2022-03-14,2022-03-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,5900,1998,35,10,556,1
4078,2022-03-14,2022-03-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5850,1999,39,14,495,1
4079,2022-03-16,2022-03-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,36500,2006,121,9,995,1
4080,2022-03-24,2022-03-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,26900,2006,85,15,1044,1
4081,2022-03-27,2022-03-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,25300,2006,85,1,982,1
4082,2022-03-29,2022-03-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28400,2006,85,15,1103,1
4083,2022-03-29,2022-03-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28400,2006,85,15,1103,1
4771,2022-04-01,2022-04-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,41500,2006,156,11,878,1
4772,2022-04-03,2022-04-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,30700,2010,117,7,866,1
4773,2022-04-05,2022-04-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5900,1999,47,9,414,1
4774,2022-04-05,2022-04-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27000,2006,85,10,1048,1
4775,2022-04-09,2022-04-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7100,1988,47,5,499,1
4776,2022-04-12,2022-04-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,33000,2006,156,3,698,1
4777,2022-04-14,2022-04-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,19000,2006,60,2,1045,1
4778,2022-04-15,2022-04-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,12500,1993,84,6,491,1
4779,2022-04-15,2022-04-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6200,1999,47,2,435,1
4780,2022-04-18,2022-04-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,26800,2010,85,14,1040,1
4781,2022-04-18,2022-04-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,36000,2006,136,13,874,1
4782,2022-04-18,2022-04-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,8550,1988,47,1,600,1
4783,2022-04-19,2022-04-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,28000,2010,85,10,1087,1
4784,2022-04-20,2022-04-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27700,2006,85,9,1075,1
4785,2022-04-21,2022-04-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27000,2006,85,15,1048,1
4786,2022-04-25,2022-04-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,7000,1999,60,2,385,1
4787,2022-04-26,2022-04-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28300,2006,85,14,1099,1
4788,2022-04-30,2022-04-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,26000,2010,85,16,1009,1
5427,2022-05-03,2022-05-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,13700,1993,84,8,538,1
5428,2022-05-03,2022-05-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15500,1998,85,2,602,1
5429,2022-05-09,2022-05-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7000,1988,47,3,491,1
5430,2022-05-10,2022-05-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,9700,1993,60,13,533,1
5431,2022-05-10,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,22800,2006,60,11,1254,1
5432,2022-05-14,2022-05-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,25000,2010,75,16,1100,1
5433,2022-05-14,2022-05-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,10400,1992,60,6,572,1
5434,2022-05-16,2022-05-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,9500,1993,60,5,522,1
5435,2022-05-17,2022-05-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,8500,1988,47,4,597,1
5436,2022-05-20,2022-05-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,5700,1998,35,5,537,1
5437,2022-05-21,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28500,2006,85,8,1106,1
5438,2022-05-22,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27700,2006,85,20,1075,1
5439,2022-05-24,2022-05-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,21000,2010,60,6,1155,1
5440,2022-05-25,2022-05-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15300,1998,85,18,594,1
5441,2022-05-26,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27500,2006,85,18,1068,1
5442,2022-05-28,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,29000,2006,85,12,1126,1
5443,2022-05-28,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,29000,2006,85,12,1126,1
5444,2022-05-28,2022-05-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,22500,2010,75,4,990,1
5445,2022-05-31,2022-05-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28400,2006,85,20,1103,1
6056,2022-06-07,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,9000,1988,47,4,632,1
6057,2022-06-07,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27000,2006,85,1,1048,1
6058,2022-06-10,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,22700,2006,60,11,1248,1
6059,2022-06-11,2022-06-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,38000,2006,158,20,794,1
6060,2022-06-13,2022-06-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,7350,1998,35,8,693,1
6061,2022-06-16,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28100,2006,85,8,1091,1
6062,2022-06-16,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27700,2006,85,5,1075,1
6063,2022-06-20,2022-06-01,42130,원주시,개운동 ,원흥아파트1차,강원도 원주시 개운동 433-9 원흥아파트1차,7500,1990,65,6,381,1
6064,2022-06-24,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,9000,1988,47,2,632,1
6065,2022-06-26,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28200,2006,85,16,1095,1
6066,2022-06-28,2022-06-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6600,1998,35,9,622,1
6067,2022-06-29,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7500,1988,47,5,527,1
6068,2022-06-29,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7500,1988,47,4,527,1
6069,2022-06-29,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7500,1988,47,4,527,1
6070,2022-06-29,2022-06-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7500,1988,47,4,527,1
6071,2022-06-30,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,25700,2006,85,9,998,1
6072,2022-06-30,2022-06-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28200,2006,85,16,1095,1
6532,2022-07-01,2022-07-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,27000,2010,85,16,1048,1
6533,2022-07-01,2022-07-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27200,2006,85,6,1056,1
6534,2022-07-02,2022-07-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27000,2006,85,13,1048,1
6535,2022-07-05,2022-07-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,14700,1998,85,6,571,1
6536,2022-07-06,2022-07-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,8400,1988,47,4,590,1
6537,2022-07-12,2022-07-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,15000,1998,85,6,582,1
6538,2022-07-12,2022-07-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,28000,2006,85,13,1087,1
6539,2022-07-14,2022-07-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,8000,1988,47,3,562,1
6540,2022-07-17,2022-07-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,33000,2006,136,15,801,1
6541,2022-07-18,2022-07-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,27000,2010,85,2,1048,1
6542,2022-07-20,2022-07-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,6700,1988,47,4,470,1
6543,2022-07-21,2022-07-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6700,1999,47,8,470,1
6820,2022-08-03,2022-08-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,36000,2006,137,12,867,1
6821,2022-08-06,2022-08-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7050,1988,47,4,495,1
6822,2022-08-07,2022-08-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,19800,1993,115,1,568,1
6823,2022-08-09,2022-08-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6000,1998,35,17,566,1
6824,2022-08-11,2022-08-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,17400,1998,85,10,676,1
6825,2022-08-20,2022-08-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,29500,2006,85,13,1145,1
6826,2022-08-26,2022-08-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,9800,1993,60,10,539,1
6827,2022-08-31,2022-08-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6500,1999,47,1,456,1
7167,2022-09-02,2022-09-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,5200,1999,39,2,440,1
7168,2022-09-06,2022-09-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,25000,2006,85,14,971,1
7169,2022-09-06,2022-09-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,22700,2006,60,3,1248,1
7170,2022-09-07,2022-09-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,27500,2010,85,17,1068,1
7171,2022-09-07,2022-09-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,27800,2006,85,11,1079,1
7172,2022-09-17,2022-09-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,11000,1992,76,8,478,1
7173,2022-09-19,2022-09-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,15500,2010,47,7,1088,1
7174,2022-09-26,2022-09-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,7500,1999,60,6,412,1
7175,2022-09-26,2022-09-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6500,1999,47,1,456,1
7457,2022-10-07,2022-10-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,20900,2006,60,1,1149,1
7458,2022-10-08,2022-10-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,17300,1998,85,10,672,1
7459,2022-10-10,2022-10-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,25000,2006,85,13,971,1
7460,2022-10-11,2022-10-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,25000,2006,85,13,971,1
7461,2022-10-14,2022-10-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,14000,1998,85,9,544,1
7462,2022-10-17,2022-10-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,11300,1992,76,15,491,1
7463,2022-10-23,2022-10-01,42130,원주시,개운동 ,원주힐스테이트,강원도 원주시 개운동 28-1 원주힐스테이트,33000,2006,136,18,801,1
7719,2022-11-01,2022-11-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6500,1999,47,3,456,1
7720,2022-11-02,2022-11-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,13000,1992,84,2,511,1
7721,2022-11-03,2022-11-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,8300,1993,60,14,456,1
7722,2022-11-11,2022-11-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6700,1998,35,7,632,1
7723,2022-11-11,2022-11-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,26000,2010,85,5,1009,1
7724,2022-11-14,2022-11-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,15500,1993,84,8,609,1
7725,2022-11-15,2022-11-01,42130,원주시,개운동 ,원흥아파트1차,강원도 원주시 개운동 433-9 원흥아파트1차,9000,1990,71,2,418,1
7726,2022-11-16,2022-11-01,42130,원주시,개운동 ,개운현대,강원도 원주시 개운동 322 개운현대,6500,1998,35,11,613,1
7727,2022-11-23,2022-11-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,24000,2010,85,15,932,1
7728,2022-11-25,2022-11-01,42130,원주시,개운동 ,원주개운휴먼시아1단지,강원도 원주시 개운동 581-1 원주개운휴먼시아1단지,16000,2010,47,6,1123,1
7729,2022-11-25,2022-11-01,42130,원주시,개운동 ,개운동원흥3차아파트,강원도 원주시 개운동 328-1 개운동원흥3차아파트,13000,1993,84,12,511,1
7730,2022-11-28,2022-11-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,7500,1999,60,6,412,1
7962,2022-12-21,2022-12-01,42130,원주시,개운동 ,덕산,강원도 원주시 개운동 118-26 덕산,11000,1992,76,8,478,1
7963,2022-12-26,2022-12-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,6300,1999,47,3,442,1
7964,2022-12-27,2022-12-01,42130,원주시,개운동 ,세경,강원도 원주시 개운동 203-70 세경,7500,1988,47,1,527,1
7965,2022-12-28,2022-12-01,42130,원주시,개운동 ,서초,강원도 원주시 개운동 546-3 서초,7900,1999,60,2,434,1
7966,2022-12-31,2022-12-01,42130,원주시,개운동 ,개운한신휴플러스1차,강원도 원주시 개운동 441 개운한신휴플러스1차,24100,2006,85,3,936,1
3447,2022-01-05,2022-01-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,12000,2001,60,9,660,1
3448,2022-01-08,2022-01-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,11700,2002,60,4,644,1
3449,2022-01-09,2022-01-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,12400,2001,60,7,682,1
3450,2022-01-14,2022-01-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,14000,2002,60,14,770,1
3451,2022-01-17,2022-01-01,42130,원주시,관설동 ,코아루,강원도 원주시 관설동 1774-4 코아루,20000,2005,85,2,776,1
3452,2022-01-18,2022-01-01,42130,원주시,관설동 ,현진에버빌4차,강원도 원주시 관설동 1774-2 현진에버빌4차,21000,2004,85,9,815,1
3453,2022-01-19,2022-01-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,11400,2002,60,2,627,1
3454,2022-01-21,2022-01-01,42130,원주시,관설동 ,현진에버빌4차,강원도 원주시 관설동 1774-2 현진에버빌4차,20300,2004,85,7,788,1
3455,2022-01-25,2022-01-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,12700,2002,60,11,698,1
3456,2022-01-26,2022-01-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,10900,2001,60,4,599,1
3457,2022-01-28,2022-01-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,13300,2002,60,3,731,1
3458,2022-01-29,2022-01-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,12650,2002,60,12,696,1
3911,2022-02-03,2022-02-01,42130,원주시,관설동 ,현진에버빌4차,강원도 원주시 관설동 1774-2 현진에버빌4차,19500,2004,85,1,757,1
3912,2022-02-03,2022-02-01,42130,원주시,관설동 ,코아루,강원도 원주시 관설동 1774-4 코아루,20000,2005,85,10,776,1
3913,2022-02-05,2022-02-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,12800,2002,60,9,704,1
3914,2022-02-05,2022-02-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,12800,2002,60,9,704,1
3915,2022-02-06,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,9500,2002,60,2,522,1
3916,2022-02-07,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,14000,2002,60,8,770,1
3917,2022-02-07,2022-02-01,42130,원주시,관설동 ,현진에버빌4차,강원도 원주시 관설동 1774-2 현진에버빌4차,19000,2004,85,3,738,1
3918,2022-02-07,2022-02-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,12500,2002,60,8,688,1
3919,2022-02-08,2022-02-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,12000,2001,60,13,660,1
3920,2022-02-08,2022-02-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,11200,2001,60,3,616,1
3921,2022-02-08,2022-02-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,11200,2001,60,3,616,1
3922,2022-02-11,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,10500,2002,60,5,578,1
3923,2022-02-11,2022-02-01,42130,원주시,관설동 ,코아루,강원도 원주시 관설동 1774-4 코아루,23800,2005,85,12,924,1
3924,2022-02-12,2022-02-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,13500,2002,60,9,742,1
3925,2022-02-12,2022-02-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,10500,2001,60,1,578,1
3926,2022-02-12,2022-02-01,42130,원주시,관설동 ,청솔6차,강원도 원주시 관설동 1713-1 청솔6차,13900,2002,60,11,764,1
3927,2022-02-14,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,12800,2002,60,11,704,1
3928,2022-02-15,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,13000,2002,60,3,715,1
3929,2022-02-16,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,13000,2002,60,13,715,1
3930,2022-02-16,2022-02-01,42130,원주시,관설동 ,청솔5차,강원도 원주시 관설동 1774-3 청솔5차,11500,2001,60,8,632,1
3931,2022-02-16,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,10900,2002,60,14,599,1
3932,2022-02-17,2022-02-01,42130,원주시,관설동 ,청솔8차,강원도 원주시 관설동 1713-2 청솔8차,13200,2002,60,14,726,1
