sn,ymd,ym,code,si,dong,apt_nm,juso_jibun,price,con_year,area,floor,py,cnt
6642,2022-07-19,2022-07-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,13700,1996,60,12,754,1
6643,2022-07-20,2022-07-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,37000,2018,85,6,1436,1
6644,2022-07-21,2022-07-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,31900,2018,60,13,1754,1
6645,2022-07-22,2022-07-01,42130,원주시,단계동 ,단계이안2단지,강원도 원주시 단계동 1165 단계이안2단지,24800,2007,85,9,963,1
6646,2022-07-23,2022-07-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,26000,1993,135,13,636,1
6647,2022-07-25,2022-07-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,22000,1993,95,8,764,1
6648,2022-07-29,2022-07-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,31300,2006,85,11,1215,1
6649,2022-07-30,2022-07-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,14000,1996,60,4,770,1
6929,2022-08-01,2022-08-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,32700,2018,60,9,1798,1
6930,2022-08-03,2022-08-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,6800,1991,50,8,449,1
6931,2022-08-04,2022-08-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,11000,1991,59,5,615,1
6932,2022-08-04,2022-08-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,15600,1994,60,2,858,1
6933,2022-08-06,2022-08-01,42130,원주시,단계동 ,장미,강원도 원주시 단계동 1084-2 장미,13800,1995,60,5,759,1
6934,2022-08-08,2022-08-01,42130,원주시,단계동 ,현진,강원도 원주시 단계동 806-1 현진,19500,1993,85,11,757,1
6935,2022-08-10,2022-08-01,42130,원주시,단계동 ,단계은행,강원도 원주시 단계동 806 단계은행,8900,1994,40,8,734,1
6936,2022-08-13,2022-08-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,33500,2018,75,20,1474,1
6937,2022-08-13,2022-08-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,30000,2016,75,3,1320,1
6938,2022-08-16,2022-08-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,14000,1996,60,14,770,1
6939,2022-08-19,2022-08-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,33000,2017,73,10,1492,1
6940,2022-08-22,2022-08-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,8300,1991,50,14,548,1
6941,2022-08-24,2022-08-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,35000,2018,85,3,1359,1
6942,2022-08-26,2022-08-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,24700,2007,85,14,959,1
6943,2022-08-30,2022-08-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,17000,1994,60,3,935,1
6944,2022-08-30,2022-08-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,30800,2006,85,11,1196,1
6945,2022-08-30,2022-08-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,17500,1993,85,5,679,1
6946,2022-08-31,2022-08-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,13000,1996,60,3,715,1
6947,2022-08-31,2022-08-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,29500,2017,61,14,1596,1
7250,2022-09-05,2022-09-01,42130,원주시,단계동 ,단계삼익,강원도 원주시 단계동 808 단계삼익,22000,1993,85,10,854,1
7251,2022-09-06,2022-09-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,6800,1991,50,8,449,1
7252,2022-09-07,2022-09-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,29500,2017,61,11,1596,1
7253,2022-09-08,2022-09-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,37200,2018,85,23,1444,1
7254,2022-09-12,2022-09-01,42130,원주시,단계동 ,현대3차,강원도 원주시 단계동 507 현대3차,17700,1992,85,2,687,1
7255,2022-09-13,2022-09-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,26500,2016,60,14,1458,1
7256,2022-09-14,2022-09-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,16700,1994,60,3,918,1
7257,2022-09-15,2022-09-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,9500,1996,60,6,522,1
7258,2022-09-15,2022-09-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,9500,1996,60,15,522,1
7259,2022-09-15,2022-09-01,42130,원주시,단계동 ,현진,강원도 원주시 단계동 806-1 현진,19300,1993,85,7,749,1
7260,2022-09-15,2022-09-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,16500,1993,85,5,641,1
7261,2022-09-16,2022-09-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,7000,1991,50,3,462,1
7262,2022-09-16,2022-09-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,10000,1991,73,15,452,1
7263,2022-09-16,2022-09-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,16000,1993,77,2,686,1
7264,2022-09-16,2022-09-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,37000,2017,85,26,1436,1
7265,2022-09-17,2022-09-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,20500,1993,95,13,712,1
7266,2022-09-19,2022-09-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,27000,2020,60,18,1485,1
7267,2022-09-19,2022-09-01,42130,원주시,단계동 ,현대3차,강원도 원주시 단계동 507 현대3차,22000,1992,133,8,546,1
7268,2022-09-20,2022-09-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,22500,1993,102,11,728,1
7269,2022-09-20,2022-09-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,20000,1993,95,10,695,1
7270,2022-09-22,2022-09-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,16000,1993,77,4,686,1
7271,2022-09-22,2022-09-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,39500,2017,85,11,1534,1
7272,2022-09-24,2022-09-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,28500,2017,61,17,1542,1
7273,2022-09-24,2022-09-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,31000,2006,85,10,1204,1
7274,2022-09-27,2022-09-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,17100,1993,85,8,664,1
7275,2022-09-27,2022-09-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,7400,1991,50,5,488,1
7276,2022-09-28,2022-09-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,7500,1996,60,1,412,1
7277,2022-09-29,2022-09-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,38000,2020,85,17,1475,1
7278,2022-09-30,2022-09-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,17300,1993,85,3,672,1
7531,2022-10-01,2022-10-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,24750,2007,85,4,961,1
7532,2022-10-01,2022-10-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,41700,2006,117,16,1176,1
7533,2022-10-06,2022-10-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,13000,1996,60,12,715,1
7534,2022-10-06,2022-10-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,20000,1985,65,3,1015,1
7535,2022-10-07,2022-10-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,22700,1994,85,11,881,1
7536,2022-10-10,2022-10-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,22900,2007,85,3,889,1
7537,2022-10-11,2022-10-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,26000,1993,135,9,636,1
7538,2022-10-13,2022-10-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,31800,2006,85,11,1235,1
7539,2022-10-14,2022-10-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,39500,2018,85,6,1534,1
7540,2022-10-16,2022-10-01,42130,원주시,단계동 ,성일,강원도 원주시 단계동 1084-1 성일,16800,1995,85,10,652,1
7541,2022-10-17,2022-10-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,22200,1993,124,6,591,1
7542,2022-10-20,2022-10-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,20500,1993,95,5,712,1
7543,2022-10-21,2022-10-01,42130,원주시,단계동 ,장미,강원도 원주시 단계동 1084-2 장미,10500,1995,60,1,578,1
7544,2022-10-21,2022-10-01,42130,원주시,단계동 ,동보렉스3,강원도 원주시 단계동 111-4 동보렉스3,5450,1990,44,5,409,1
7545,2022-10-21,2022-10-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,25000,2016,60,17,1375,1
7546,2022-10-23,2022-10-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,26000,2016,60,5,1430,1
7547,2022-10-24,2022-10-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,35000,2018,85,3,1359,1
7548,2022-10-26,2022-10-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,12500,1996,60,6,688,1
7549,2022-10-29,2022-10-01,42130,원주시,단계동 ,원주봉화산푸르지오,강원도 원주시 단계동 1184 원주봉화산푸르지오,29450,2017,61,14,1593,1
7550,2022-10-31,2022-10-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,17000,1984,66,4,850,1
7551,2022-10-31,2022-10-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,27000,2016,60,8,1485,1
7781,2022-11-02,2022-11-01,42130,원주시,단계동 ,현대3차,강원도 원주시 단계동 507 현대3차,16700,1992,85,13,648,1
7782,2022-11-03,2022-11-01,42130,원주시,단계동 ,동보렉스4,강원도 원주시 단계동 111-47 동보렉스4,11800,1991,73,6,533,1
7783,2022-11-03,2022-11-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,18000,1984,48,1,1238,1
7784,2022-11-07,2022-11-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,16400,1993,77,13,703,1
7785,2022-11-10,2022-11-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,31500,2006,85,14,1223,1
7786,2022-11-12,2022-11-01,42130,원주시,단계동 ,단계삼익,강원도 원주시 단계동 808 단계삼익,20000,1993,85,11,776,1
7787,2022-11-14,2022-11-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,15000,1994,60,5,825,1
7788,2022-11-15,2022-11-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,18000,1985,66,4,900,1
7789,2022-11-16,2022-11-01,42130,원주시,단계동 ,성일,강원도 원주시 단계동 1084-1 성일,17800,1995,115,4,511,1
7790,2022-11-17,2022-11-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,26000,1993,135,9,636,1
7791,2022-11-19,2022-11-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,37500,2020,85,16,1456,1
7792,2022-11-25,2022-11-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,20000,1993,135,6,489,1
7793,2022-11-26,2022-11-01,42130,원주시,단계동 ,라이프타운,강원도 원주시 단계동 808-1 라이프타운,23000,1993,102,12,744,1
7794,2022-11-26,2022-11-01,42130,원주시,단계동 ,단계이안2단지,강원도 원주시 단계동 1165 단계이안2단지,23000,2007,85,10,893,1
7795,2022-11-27,2022-11-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,32400,2018,85,14,1258,1
7796,2022-11-28,2022-11-01,42130,원주시,단계동 ,봉화산벨라시티,강원도 원주시 단계동 1215 봉화산벨라시티,28800,2016,75,20,1267,1
7797,2022-11-28,2022-11-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,12000,1996,60,4,660,1
7798,2022-11-28,2022-11-01,42130,원주시,단계동 ,단계은행,강원도 원주시 단계동 806 단계은행,8900,1994,40,8,734,1
7799,2022-11-28,2022-11-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,12000,1996,60,6,660,1
7800,2022-11-29,2022-11-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,17000,1994,85,5,660,1
7801,2022-11-30,2022-11-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,38000,2006,117,19,1072,1
7802,2022-11-30,2022-11-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,25000,2007,101,10,817,1
8017,2022-12-01,2022-12-01,42130,원주시,단계동 ,코오롱,강원도 원주시 단계동 880 코오롱,16000,1994,85,6,621,1
8018,2022-12-02,2022-12-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,20000,2007,85,2,776,1
8019,2022-12-02,2022-12-01,42130,원주시,단계동 ,벽산,강원도 원주시 단계동 809 벽산,20000,1993,95,2,695,1
8020,2022-12-03,2022-12-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,34000,2020,85,10,1320,1
8021,2022-12-09,2022-12-01,42130,원주시,단계동 ,단계이안1단지,강원도 원주시 단계동 1166 단계이안1단지,27000,2007,101,12,882,1
8022,2022-12-09,2022-12-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,25000,2020,60,9,1375,1
8023,2022-12-09,2022-12-01,42130,원주시,단계동 ,단계은행,강원도 원주시 단계동 806 단계은행,8900,1994,50,14,587,1
8024,2022-12-10,2022-12-01,42130,원주시,단계동 ,원주봉화산벨라시티3차아파트,강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트,25800,2020,60,14,1419,1
8025,2022-12-13,2022-12-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,12400,1985,54,4,758,1
8026,2022-12-14,2022-12-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,16000,1984,65,1,812,1
8027,2022-12-15,2022-12-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,17500,1985,65,2,888,1
8028,2022-12-16,2022-12-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,16000,1985,65,3,812,1
8029,2022-12-16,2022-12-01,42130,원주시,단계동 ,원주봉화산벨라시티2차아파트,강원도 원주시 단계동 1218 원주봉화산벨라시티2차아파트,34500,2018,85,16,1339,1
8030,2022-12-19,2022-12-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,31200,2006,85,13,1211,1
8031,2022-12-20,2022-12-01,42130,원주시,단계동 ,동보렉스3,강원도 원주시 단계동 111-4 동보렉스3,8000,1990,60,1,440,1
8032,2022-12-20,2022-12-01,42130,원주시,단계동 ,단계삼익,강원도 원주시 단계동 808 단계삼익,19300,1993,85,3,749,1
8033,2022-12-22,2022-12-01,42130,원주시,단계동 ,동보렉스3,강원도 원주시 단계동 111-4 동보렉스3,5800,1990,44,5,435,1
8034,2022-12-22,2022-12-01,42130,원주시,단계동 ,단계롯데,강원도 원주시 단계동 807 단계롯데,17000,1993,85,12,660,1
8035,2022-12-22,2022-12-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,12500,1996,60,14,688,1
8036,2022-12-24,2022-12-01,42130,원주시,단계동 ,봉화산e-편한세상,강원도 원주시 단계동 1095-1 봉화산e-편한세상,38500,2006,117,8,1086,1
8037,2022-12-26,2022-12-01,42130,원주시,단계동 ,단계주공,강원도 원주시 단계동 792 단계주공,15800,1985,65,5,802,1
8038,2022-12-29,2022-12-01,42130,원주시,단계동 ,세경3차,강원도 원주시 단계동 807-1 세경3차,11700,1996,60,2,644,1
3200,2022-01-03,2022-01-01,42130,원주시,단구동 ,선아,강원도 원주시 단구동 186-11 선아,6900,1980,76,5,300,1
3201,2022-01-03,2022-01-01,42130,원주시,단구동 ,청솔2차,강원도 원주시 단구동 1588-4 청솔2차,11500,2000,59,8,643,1
3202,2022-01-03,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,12900,2002,60,14,710,1
3203,2022-01-05,2022-01-01,42130,원주시,단구동 ,현대1,강원도 원주시 단구동 1517-4 현대1,14800,1997,60,11,814,1
3204,2022-01-05,2022-01-01,42130,원주시,단구동 ,청솔4차,강원도 원주시 단구동 1684-1 청솔4차,10600,2001,59,1,593,1
3205,2022-01-05,2022-01-01,42130,원주시,단구동 ,청솔4차,강원도 원주시 단구동 1684-1 청솔4차,11400,2001,59,9,638,1
3206,2022-01-06,2022-01-01,42130,원주시,단구동 ,해청,강원도 원주시 단구동 587-1 해청,13800,1991,85,13,536,1
3207,2022-01-06,2022-01-01,42130,원주시,단구동 ,유승,강원도 원주시 단구동 1478-4 유승,20900,2003,84,2,821,1
3208,2022-01-06,2022-01-01,42130,원주시,단구동 ,현대1,강원도 원주시 단구동 1517-4 현대1,16900,1997,60,6,930,1
3209,2022-01-06,2022-01-01,42130,원주시,단구동 ,유승,강원도 원주시 단구동 1478-4 유승,20900,2003,84,2,821,1
3210,2022-01-07,2022-01-01,42130,원주시,단구동 ,청솔2차,강원도 원주시 단구동 1588-4 청솔2차,11800,2000,59,8,660,1
3211,2022-01-07,2022-01-01,42130,원주시,단구동 ,현진에버빌2,강원도 원주시 단구동 1588-1 현진에버빌2,17500,2002,60,8,962,1
3212,2022-01-07,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,12500,2002,60,6,688,1
3213,2022-01-08,2022-01-01,42130,원주시,단구동 ,성일,강원도 원주시 단구동 1589-4 성일,11500,1998,60,3,632,1
3214,2022-01-08,2022-01-01,42130,원주시,단구동 ,현대1,강원도 원주시 단구동 1517-4 현대1,16750,1997,60,7,921,1
3215,2022-01-08,2022-01-01,42130,원주시,단구동 ,현진에버빌6차,강원도 원주시 단구동 1682-3 현진에버빌6차,27000,2006,85,4,1048,1
3216,2022-01-08,2022-01-01,42130,원주시,단구동 ,청솔2차,강원도 원주시 단구동 1588-4 청솔2차,11100,2000,59,14,621,1
3217,2022-01-10,2022-01-01,42130,원주시,단구동 ,성일,강원도 원주시 단구동 1589-4 성일,12500,1998,60,2,688,1
3218,2022-01-10,2022-01-01,42130,원주시,단구동 ,신성미소지움,강원도 원주시 단구동 1604-1 신성미소지움,19500,2006,60,7,1072,1
3219,2022-01-10,2022-01-01,42130,원주시,단구동 ,중앙하이츠아파트,강원도 원주시 단구동 1702 중앙하이츠아파트,26500,2008,134,5,653,1
3220,2022-01-10,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,11100,2002,60,4,610,1
3221,2022-01-11,2022-01-01,42130,원주시,단구동 ,원주단구내안애카운티에듀파크1단지,강원도 원주시 단구동 1721 원주단구내안애카운티에듀파크1단지,34500,2020,85,1,1339,1
3222,2022-01-11,2022-01-01,42130,원주시,단구동 ,구곡2현대,강원도 원주시 단구동 1589-1 구곡2현대,17300,1998,85,5,672,1
3223,2022-01-12,2022-01-01,42130,원주시,단구동 ,청솔4차,강원도 원주시 단구동 1684-1 청솔4차,11300,2001,59,8,632,1
3224,2022-01-12,2022-01-01,42130,원주시,단구동 ,현진에버빌2,강원도 원주시 단구동 1588-1 현진에버빌2,15500,2002,60,3,852,1
3225,2022-01-13,2022-01-01,42130,원주시,단구동 ,대림,강원도 원주시 단구동 1517-1 대림,16500,1997,60,12,908,1
3226,2022-01-13,2022-01-01,42130,원주시,단구동 ,청솔2차,강원도 원주시 단구동 1588-4 청솔2차,10400,2000,59,15,582,1
3227,2022-01-14,2022-01-01,42130,원주시,단구동 ,현진에버빌,강원도 원주시 단구동 1612 현진에버빌,21500,2001,85,3,835,1
3228,2022-01-14,2022-01-01,42130,원주시,단구동 ,대림,강원도 원주시 단구동 1517-1 대림,17000,1997,60,14,935,1
3229,2022-01-15,2022-01-01,42130,원주시,단구동 ,대림,강원도 원주시 단구동 1517-1 대림,16800,1997,60,5,924,1
3230,2022-01-15,2022-01-01,42130,원주시,단구동 ,원주단구내안애카운티에듀파크1단지,강원도 원주시 단구동 1721 원주단구내안애카운티에듀파크1단지,33000,2020,85,2,1281,1
3231,2022-01-15,2022-01-01,42130,원주시,단구동 ,청솔1차,강원도 원주시 단구동 1589-2 청솔1차,11000,2000,59,9,615,1
3232,2022-01-15,2022-01-01,42130,원주시,단구동 ,유승,강원도 원주시 단구동 1478-4 유승,23000,2003,84,10,904,1
3233,2022-01-15,2022-01-01,42130,원주시,단구동 ,단구동한신더휴,강원도 원주시 단구동 1451 단구동한신더휴,31000,2017,75,19,1364,1
3234,2022-01-16,2022-01-01,42130,원주시,단구동 ,청솔4차,강원도 원주시 단구동 1684-1 청솔4차,12500,2001,59,13,699,1
3235,2022-01-16,2022-01-01,42130,원주시,단구동 ,동주,강원도 원주시 단구동 186-13 동주,8000,1980,73,3,362,1
3236,2022-01-16,2022-01-01,42130,원주시,단구동 ,현진에버빌6차,강원도 원주시 단구동 1682-3 현진에버빌6차,27000,2006,85,2,1048,1
3237,2022-01-16,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,11700,2002,60,2,644,1
3238,2022-01-16,2022-01-01,42130,원주시,단구동 ,원주단구내안애카운티에듀파크1단지,강원도 원주시 단구동 1721 원주단구내안애카운티에듀파크1단지,38000,2020,85,17,1475,1
3239,2022-01-17,2022-01-01,42130,원주시,단구동 ,신성미소지움,강원도 원주시 단구동 1604-1 신성미소지움,21500,2006,85,2,835,1
3240,2022-01-19,2022-01-01,42130,원주시,단구동 ,중앙하이츠아파트,강원도 원주시 단구동 1702 중앙하이츠아파트,29700,2008,134,5,731,1
3241,2022-01-19,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,13000,2002,60,5,715,1
3242,2022-01-19,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,13000,2002,60,8,715,1
3243,2022-01-19,2022-01-01,42130,원주시,단구동 ,청솔4차,강원도 원주시 단구동 1684-1 청솔4차,11650,2001,59,10,652,1
3244,2022-01-20,2022-01-01,42130,원주시,단구동 ,세경5차임대,강원도 원주시 단구동 1588-3 세경5차임대,7100,2001,60,10,390,1
3245,2022-01-20,2022-01-01,42130,원주시,단구동 ,성일,강원도 원주시 단구동 1589-4 성일,13400,1998,60,12,737,1
3246,2022-01-20,2022-01-01,42130,원주시,단구동 ,세경5차임대,강원도 원주시 단구동 1588-3 세경5차임대,7100,2001,60,5,390,1
3247,2022-01-20,2022-01-01,42130,원주시,단구동 ,세경5차임대,강원도 원주시 단구동 1588-3 세경5차임대,7100,2001,60,7,390,1
3248,2022-01-20,2022-01-01,42130,원주시,단구동 ,세경5차임대,강원도 원주시 단구동 1588-3 세경5차임대,7100,2001,60,5,390,1
3249,2022-01-21,2022-01-01,42130,원주시,단구동 ,대림,강원도 원주시 단구동 1517-1 대림,15700,1997,60,5,864,1
3250,2022-01-21,2022-01-01,42130,원주시,단구동 ,현진에버빌5차,강원도 원주시 단구동 1682-1 현진에버빌5차,30000,2006,95,5,1042,1
3251,2022-01-21,2022-01-01,42130,원주시,단구동 ,중앙하이츠아파트,강원도 원주시 단구동 1702 중앙하이츠아파트,22500,2008,107,1,694,1
3252,2022-01-21,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,11600,2002,60,5,638,1
3253,2022-01-22,2022-01-01,42130,원주시,단구동 ,중앙하이츠아파트,강원도 원주시 단구동 1702 중앙하이츠아파트,24500,2008,85,14,951,1
3254,2022-01-22,2022-01-01,42130,원주시,단구동 ,중앙하이츠아파트,강원도 원주시 단구동 1702 중앙하이츠아파트,29500,2008,107,11,910,1
3255,2022-01-22,2022-01-01,42130,원주시,단구동 ,동보렉스5,강원도 원주시 단구동 1026-18 동보렉스5,9000,1991,52,5,571,1
3256,2022-01-22,2022-01-01,42130,원주시,단구동 ,두산,강원도 원주시 단구동 1520 두산,18000,1997,102,2,582,1
3257,2022-01-22,2022-01-01,42130,원주시,단구동 ,현진에버빌2,강원도 원주시 단구동 1588-1 현진에버빌2,18300,2002,60,6,1006,1
3258,2022-01-22,2022-01-01,42130,원주시,단구동 ,성일,강원도 원주시 단구동 1589-4 성일,11900,1998,56,10,701,1
3259,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,13100,2002,60,14,720,1
3260,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔7차,강원도 원주시 단구동 1517-3 청솔7차,13000,2002,60,12,715,1
3261,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔2차,강원도 원주시 단구동 1588-4 청솔2차,11000,2000,59,13,615,1
3262,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔3차,강원도 원주시 단구동 1679 청솔3차,12300,2000,59,3,688,1
3263,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔3차,강원도 원주시 단구동 1679 청솔3차,12300,2000,59,3,688,1
3264,2022-01-22,2022-01-01,42130,원주시,단구동 ,청솔3차,강원도 원주시 단구동 1679 청솔3차,12000,2000,59,3,671,1
