"","ymd","ym","year","code","addr_1","apt_nm","juso_jibun","price","con_year","area","floor","py","cnt"
"1541",2022-03-19,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼1차","강원도 원주시 무실동 1861-1 원주시무실세영리첼1차",47900,2014,85,9,1860,1
"1542",2022-03-20,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼1차","강원도 원주시 무실동 1861-1 원주시무실세영리첼1차",45500,2014,85,4,1766,1
"1543",2022-03-20,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼2차","강원도 원주시 무실동 1868-1 원주시무실세영리첼2차",48000,2015,85,12,1864,1
"1544",2022-03-21,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼2차","강원도 원주시 무실동 1868-1 원주시무실세영리첼2차",45500,2015,85,9,1766,1
"1545",2022-03-22,2022-03-01,"2022","42130","강원_원주","무실e-편한세상","강원도 원주시 무실동 1714 무실e-편한세상",46000,2009,101,17,1503,1
"1546",2022-03-22,2022-03-01,"2022","42130","강원_원주","무실주공3단지","강원도 원주시 무실동 1645 무실주공3단지",22800,2003,60,3,1254,1
"1547",2022-03-26,2022-03-01,"2022","42130","강원_원주","무실주공4단지","강원도 원주시 무실동 1644 무실주공4단지",23200,2001,76,11,1007,1
"1548",2022-03-26,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼2차","강원도 원주시 무실동 1868-1 원주시무실세영리첼2차",45500,2015,85,7,1766,1
"1549",2022-03-26,2022-03-01,"2022","42130","강원_원주","무실주공3단지","강원도 원주시 무실동 1645 무실주공3단지",20500,2003,60,3,1128,1
"1550",2022-03-26,2022-03-01,"2022","42130","강원_원주","요진보네르카운티","강원도 원주시 무실동 1640 요진보네르카운티",31700,2004,87,8,1202,1
"1551",2022-03-27,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼2차","강원도 원주시 무실동 1868-1 원주시무실세영리첼2차",46200,2015,85,3,1794,1
"1552",2022-03-28,2022-03-01,"2022","42130","강원_원주","요진보네르카운티","강원도 원주시 무실동 1640 요진보네르카운티",33000,2004,87,15,1252,1
"1553",2022-03-29,2022-03-01,"2022","42130","강원_원주","무실주공4단지","강원도 원주시 무실동 1644 무실주공4단지",27700,2001,85,7,1075,1
"1554",2022-03-29,2022-03-01,"2022","42130","강원_원주","무실우미린","강원도 원주시 무실동 1868-6 무실우미린",41900,2014,75,13,1844,1
"1555",2022-03-30,2022-03-01,"2022","42130","강원_원주","원주시무실세영리첼1차","강원도 원주시 무실동 1861-1 원주시무실세영리첼1차",49300,2014,85,10,1914,1
"1556",2022-03-30,2022-03-01,"2022","42130","강원_원주","요진보네르카운티","강원도 원주시 무실동 1640 요진보네르카운티",38500,2004,117,15,1086,1
"1557",2022-03-01,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12950,2002,60,15,712,1
"1558",2022-03-02,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",11000,2002,60,1,605,1
"1559",2022-03-02,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",11000,2002,60,2,605,1
"1560",2022-03-02,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",11300,2001,60,2,622,1
"1561",2022-03-02,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",12500,2002,60,7,688,1
"1562",2022-03-03,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12400,2002,60,1,682,1
"1563",2022-03-03,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,8,715,1
"1564",2022-03-04,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",14000,2002,60,14,770,1
"1565",2022-03-04,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",11500,2001,60,7,632,1
"1566",2022-03-04,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,14,715,1
"1567",2022-03-04,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,14,715,1
"1568",2022-03-05,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13900,2002,60,11,764,1
"1569",2022-03-05,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13900,2002,60,9,764,1
"1570",2022-03-05,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13500,2002,60,6,742,1
"1571",2022-03-07,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12900,2002,60,12,710,1
"1572",2022-03-07,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",12500,2002,60,6,688,1
"1573",2022-03-08,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12900,2002,60,8,710,1
"1574",2022-03-08,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,7,715,1
"1575",2022-03-08,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13500,2002,60,7,742,1
"1576",2022-03-10,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13800,2002,60,11,759,1
"1577",2022-03-11,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,14,715,1
"1578",2022-03-11,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",11800,2001,60,15,649,1
"1579",2022-03-12,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",12000,2001,60,10,660,1
"1580",2022-03-12,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13900,2002,60,8,764,1
"1581",2022-03-12,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",12300,2002,60,2,676,1
"1582",2022-03-14,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13500,2002,60,13,742,1
"1583",2022-03-15,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",10000,2001,60,1,550,1
"1584",2022-03-16,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12500,2002,60,10,688,1
"1585",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",14000,2002,60,10,770,1
"1586",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,7,715,1
"1587",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",10500,2002,60,7,578,1
"1588",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",10700,2001,60,1,588,1
"1589",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",13000,2001,60,8,715,1
"1590",2022-03-17,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,15,715,1
"1591",2022-03-18,2022-03-01,"2022","42130","강원_원주","청솔5차","강원도 원주시 관설동 1774-3 청솔5차",13500,2001,60,12,742,1
"1592",2022-03-18,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",12800,2002,60,9,704,1
"1593",2022-03-19,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12700,2002,60,15,698,1
"1594",2022-03-19,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13200,2002,60,7,726,1
"1595",2022-03-19,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",11000,2002,60,1,605,1
"1596",2022-03-20,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",10500,2002,60,1,578,1
"1597",2022-03-22,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",11300,2002,60,3,622,1
"1598",2022-03-23,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13800,2002,60,12,759,1
"1599",2022-03-23,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12500,2002,60,1,688,1
"1600",2022-03-23,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13950,2002,60,9,767,1
"1601",2022-03-24,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",13300,2002,60,6,731,1
"1602",2022-03-24,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12500,2002,60,7,688,1
"1603",2022-03-25,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12800,2002,60,13,704,1
"1604",2022-03-25,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",11000,2002,60,2,605,1
"1605",2022-03-25,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12800,2002,60,13,704,1
"1606",2022-03-26,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,6,715,1
"1607",2022-03-26,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,5,715,1
"1608",2022-03-26,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",14400,2002,60,10,792,1
"1609",2022-03-29,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13500,2002,60,3,742,1
"1610",2022-03-29,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,8,715,1
"1611",2022-03-29,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12800,2002,60,11,704,1
"1612",2022-03-30,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13500,2002,60,11,742,1
"1613",2022-03-30,2022-03-01,"2022","42130","강원_원주","청솔6차","강원도 원주시 관설동 1713-1 청솔6차",13650,2002,60,15,751,1
"1614",2022-03-31,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",12500,2002,60,6,688,1
"1615",2022-03-31,2022-03-01,"2022","42130","강원_원주","청솔8차","강원도 원주시 관설동 1713-2 청솔8차",13000,2002,60,8,715,1
"1616",2022-03-01,2022-03-01,"2022","42130","강원_원주","이편한세상반곡","강원도 원주시 반곡동 2069 이편한세상반곡",41000,2018,85,8,1592,1
"1617",2022-03-01,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",32500,2013,75,17,1430,1
"1618",2022-03-03,2022-03-01,"2022","42130","강원_원주","이편한세상반곡","강원도 원주시 반곡동 2069 이편한세상반곡",29350,2018,60,11,1614,1
"1619",2022-03-04,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",31700,2013,75,14,1395,1
"1620",2022-03-04,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",37500,2013,85,8,1456,1
"1621",2022-03-05,2022-03-01,"2022","42130","강원_원주","원주반곡아이파크","강원도 원주시 반곡동 1805 원주반곡아이파크",34900,2008,85,15,1355,1
"1622",2022-03-05,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",37500,2013,85,17,1456,1
"1623",2022-03-05,2022-03-01,"2022","42130","강원_원주","엘에이치센트럴파크","강원도 원주시 반곡동 1993-3 엘에이치센트럴파크",38300,2019,85,9,1487,1
"1624",2022-03-05,2022-03-01,"2022","42130","강원_원주","엘에이치센트럴파크","강원도 원주시 반곡동 1993-3 엘에이치센트럴파크",37000,2019,85,2,1436,1
"1625",2022-03-05,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",32500,2013,75,19,1430,1
"1626",2022-03-06,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",31800,2013,75,18,1399,1
"1627",2022-03-06,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",37600,2013,85,16,1460,1
"1628",2022-03-09,2022-03-01,"2022","42130","강원_원주","원주반곡아이파크","강원도 원주시 반곡동 1805 원주반곡아이파크",30500,2008,85,9,1184,1
"1629",2022-03-11,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",37000,2013,85,8,1436,1
"1630",2022-03-12,2022-03-01,"2022","42130","강원_원주","반곡모아엘가","강원도 원주시 반곡동 1964-7 반곡모아엘가",40000,2017,85,17,1553,1
"1631",2022-03-12,2022-03-01,"2022","42130","강원_원주","이편한세상반곡","강원도 원주시 반곡동 2069 이편한세상반곡",40100,2018,85,12,1557,1
"1632",2022-03-12,2022-03-01,"2022","42130","강원_원주","반곡모아엘가","강원도 원주시 반곡동 1964-7 반곡모아엘가",40000,2017,85,17,1553,1
"1633",2022-03-15,2022-03-01,"2022","42130","강원_원주","중흥에스-클래스프라디움","강원도 원주시 반곡동 2047-5 중흥에스-클래스프라디움",45000,2016,85,8,1747,1
"1634",2022-03-18,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",38500,2013,85,11,1495,1
"1635",2022-03-19,2022-03-01,"2022","42130","강원_원주","이편한세상반곡","강원도 원주시 반곡동 2069 이편한세상반곡",27500,2018,60,5,1512,1
"1636",2022-03-19,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",32900,2013,85,2,1277,1
"1637",2022-03-19,2022-03-01,"2022","42130","강원_원주","엘에이치센트럴파크","강원도 원주시 반곡동 1993-3 엘에이치센트럴파크",31000,2019,85,9,1204,1
"1638",2022-03-21,2022-03-01,"2022","42130","강원_원주","엘에이치센트럴파크","강원도 원주시 반곡동 1993-3 엘에이치센트럴파크",28700,2019,75,9,1263,1
"1639",2022-03-22,2022-03-01,"2022","42130","강원_원주","힐데스하임5단지","강원도 원주시 반곡동 1894-2 힐데스하임5단지",41900,2015,85,6,1627,1
"1640",2022-03-22,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",32200,2013,75,8,1417,1
"1641",2022-03-22,2022-03-01,"2022","42130","강원_원주","반곡벽산블루밍1차","강원도 원주시 반곡동 1800 반곡벽산블루밍1차",34400,2007,124,7,915,1
"1642",2022-03-23,2022-03-01,"2022","42130","강원_원주","엘에이치센트럴파크","강원도 원주시 반곡동 1993-3 엘에이치센트럴파크",38000,2019,85,9,1475,1
"1643",2022-03-25,2022-03-01,"2022","42130","강원_원주","반곡벽산블루밍1차","강원도 원주시 반곡동 1800 반곡벽산블루밍1차",26000,2007,85,14,1009,1
"1644",2022-03-26,2022-03-01,"2022","42130","강원_원주","이편한세상반곡","강원도 원주시 반곡동 2069 이편한세상반곡",29800,2018,60,11,1639,1
"1645",2022-03-26,2022-03-01,"2022","42130","강원_원주","반곡모아엘가","강원도 원주시 반곡동 1964-7 반곡모아엘가",41000,2017,85,15,1592,1
"1646",2022-03-29,2022-03-01,"2022","42130","강원_원주","힐데스하임5단지","강원도 원주시 반곡동 1894-2 힐데스하임5단지",42000,2015,85,5,1631,1
"1647",2022-03-29,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",37500,2013,85,17,1456,1
"1648",2022-03-30,2022-03-01,"2022","42130","강원_원주","반곡벽산2차아파트","강원도 원주시 반곡동 1802 반곡벽산2차아파트",26500,2008,103,2,849,1
"1649",2022-03-30,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",36800,2013,85,20,1429,1
"1650",2022-03-30,2022-03-01,"2022","42130","강원_원주","푸른숨 휴브레스","강원도 원주시 반곡동 2042-4 푸른숨 휴브레스",33000,2013,85,1,1281,1
"1651",2022-03-31,2022-03-01,"2022","42130","강원_원주","원주반곡아이파크","강원도 원주시 반곡동 1805 원주반곡아이파크",35900,2008,102,8,1161,1
"1652",2022-03-04,2022-03-01,"2022","42130","강원_원주","문막현진","강원도 원주시 문막읍 동화리 1543 문막현진",8800,1997,60,8,484,1
"1653",2022-03-05,2022-03-01,"2022","42130","강원_원주","동보렉스6차","강원도 원주시 문막읍 동화리 1264-3 동보렉스6차",5300,1993,60,5,291,1
"1654",2022-03-08,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",9700,2008,85,11,377,1
"1655",2022-03-11,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",10550,2008,85,9,410,1
"1656",2022-03-11,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",9850,2008,85,11,382,1
"1657",2022-03-12,2022-03-01,"2022","42130","강원_원주","원주문막신원아침도시","강원도 원주시 문막읍 동화리 1690 원주문막신원아침도시",20500,2008,119,4,568,1
"1658",2022-03-20,2022-03-01,"2022","42130","강원_원주","동보렉스6차","강원도 원주시 문막읍 동화리 1264-3 동보렉스6차",6500,1993,60,18,357,1
"1659",2022-03-21,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",9900,2008,85,9,384,1
"1660",2022-03-22,2022-03-01,"2022","42130","강원_원주","문막현진","강원도 원주시 문막읍 동화리 1543 문막현진",7800,1997,60,3,429,1
"1661",2022-03-22,2022-03-01,"2022","42130","강원_원주","문막현진","강원도 원주시 문막읍 동화리 1543 문막현진",7620,1997,60,3,419,1
"1662",2022-03-24,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",9950,2008,85,9,386,1
"1663",2022-03-26,2022-03-01,"2022","42130","강원_원주","원주문막신원아침도시","강원도 원주시 문막읍 동화리 1690 원주문막신원아침도시",20300,2008,119,2,563,1
"1664",2022-03-26,2022-03-01,"2022","42130","강원_원주","원주문막신원아침도시","강원도 원주시 문막읍 동화리 1690 원주문막신원아침도시",18300,2008,85,3,710,1
"1665",2022-03-28,2022-03-01,"2022","42130","강원_원주","동보렉스6차","강원도 원주시 문막읍 동화리 1264-3 동보렉스6차",5800,1993,60,7,319,1
"1666",2022-03-29,2022-03-01,"2022","42130","강원_원주","문막현진","강원도 원주시 문막읍 동화리 1543 문막현진",7000,1997,52,8,444,1
"1667",2022-03-29,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",9600,2008,85,2,373,1
"1668",2022-03-29,2022-03-01,"2022","42130","강원_원주","원주문막신원아침도시","강원도 원주시 문막읍 동화리 1690 원주문막신원아침도시",16500,2008,85,3,641,1
"1669",2022-03-29,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",10100,2008,85,8,392,1
"1670",2022-03-29,2022-03-01,"2022","42130","강원_원주","금광포란재","강원도 원주시 문막읍 동화리 1544-3 금광포란재",3450,1993,38,4,300,1
"1671",2022-03-30,2022-03-01,"2022","42130","강원_원주","동보렉스6차","강원도 원주시 문막읍 동화리 1264-3 동보렉스6차",4800,1993,60,1,264,1
"1672",2022-03-30,2022-03-01,"2022","42130","강원_원주","문막현진","강원도 원주시 문막읍 동화리 1543 문막현진",8300,1997,60,10,456,1
"1673",2022-03-30,2022-03-01,"2022","42130","강원_원주","문막미소채아파트","강원도 원주시 문막읍 동화리 1530-3 문막미소채아파트",10550,2008,85,7,410,1
"1674",2022-03-01,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",23800,2018,85,12,924,1
"1675",2022-03-03,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",19500,2018,85,2,757,1
"1676",2022-03-06,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",8300,1994,60,13,456,1
"1677",2022-03-07,2022-03-01,"2022","42130","강원_원주","극동스타클래스","강원도 원주시 문막읍 건등리 1741-1 극동스타클래스",19200,2008,85,11,745,1
"1678",2022-03-07,2022-03-01,"2022","42130","강원_원주","극동스타클래스","강원도 원주시 문막읍 건등리 1741-1 극동스타클래스",24800,2008,101,10,810,1
"1679",2022-03-09,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",32500,2018,132,6,812,1
"1680",2022-03-10,2022-03-01,"2022","42130","강원_원주","극동스타클래스","강원도 원주시 문막읍 건등리 1741-1 극동스타클래스",22000,2008,85,15,854,1
"1681",2022-03-11,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",28430,2018,132,7,711,1
"1682",2022-03-12,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",22000,2018,85,2,854,1
"1683",2022-03-14,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",7500,1994,60,12,412,1
"1684",2022-03-15,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",23200,2018,85,6,901,1
"1685",2022-03-19,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",6500,1994,60,6,357,1
"1686",2022-03-20,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",6700,1994,60,7,368,1
"1687",2022-03-21,2022-03-01,"2022","42130","강원_원주","극동스타클래스","강원도 원주시 문막읍 건등리 1741-1 극동스타클래스",18300,2008,85,8,710,1
"1688",2022-03-22,2022-03-01,"2022","42130","강원_원주","극동스타클래스","강원도 원주시 문막읍 건등리 1741-1 극동스타클래스",17900,2008,85,5,695,1
"1689",2022-03-23,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",25000,2018,85,13,971,1
"1690",2022-03-24,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",34400,2018,132,5,860,1
"1691",2022-03-25,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",21500,2018,85,1,835,1
"1692",2022-03-29,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",5500,1994,60,3,302,1
"1693",2022-03-29,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",23000,2018,85,5,893,1
"1694",2022-03-30,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",33500,2018,132,15,837,1
"1695",2022-03-30,2022-03-01,"2022","42130","강원_원주","덕원","강원도 원주시 문막읍 건등리 193-2 덕원",8300,1994,60,14,456,1
"1696",2022-03-30,2022-03-01,"2022","42130","강원_원주","서원주코아루아너스","강원도 원주시 문막읍 건등리 1743 서원주코아루아너스",23500,2018,85,5,912,1
"1697",2022-03-05,2022-03-01,"2022","42130","강원_원주","남정","강원도 원주시 문막읍 포진리 300-10 남정",4400,1993,59,4,246,1
"1698",2022-03-01,2022-03-01,"2022","42130","강원_원주","백운","강원도 원주시 소초면 장양리 1293-37 백운",4500,1994,60,2,248,1
"1699",2022-03-04,2022-03-01,"2022","42130","강원_원주","영진1차","강원도 원주시 소초면 장양리 816 영진1차",4500,1992,53,10,280,1
"1700",2022-03-08,2022-03-01,"2022","42130","강원_원주","영진1차","강원도 원주시 소초면 장양리 816 영진1차",6200,1992,60,8,341,1
"1701",2022-03-18,2022-03-01,"2022","42130","강원_원주","백운","강원도 원주시 소초면 장양리 1293-37 백운",4150,1994,60,1,228,1
"1702",2022-03-23,2022-03-01,"2022","42130","강원_원주","영진4차","강원도 원주시 소초면 장양리 816-2 영진4차",4650,2006,50,4,307,1
"1703",2022-03-28,2022-03-01,"2022","42130","강원_원주","영진1차","강원도 원주시 소초면 장양리 816 영진1차",6100,1992,60,3,336,1
"1704",2022-03-05,2022-03-01,"2022","42130","강원_원주","원주롯데캐슬더퍼스트2차","강원도 원주시 지정면 가곡리 1534 원주롯데캐슬더퍼스트2차",32000,2018,60,30,1760,1
"1705",2022-03-05,2022-03-01,"2022","42130","강원_원주","EG-the1아파트","강원도 원주시 지정면 가곡리 1453 EG-the1아파트",26000,2019,60,27,1430,1
"1706",2022-03-05,2022-03-01,"2022","42130","강원_원주","원주기업도시유보라아이비파크1단지","강원도 원주시 지정면 가곡리 1476 원주기업도시유보라아이비파크1단지",39000,2019,85,22,1514,1
"1707",2022-03-06,2022-03-01,"2022","42130","강원_원주","EG-the1아파트","강원도 원주시 지정면 가곡리 1453 EG-the1아파트",27500,2019,60,14,1512,1
"1708",2022-03-06,2022-03-01,"2022","42130","강원_원주","원주롯데캐슬더퍼스트1차","강원도 원주시 지정면 가곡리 1537 원주롯데캐슬더퍼스트1차",41800,2018,85,12,1623,1
"1709",2022-03-07,2022-03-01,"2022","42130","강원_원주","원주기업도시라온프라이빗","강원도 원주시 지정면 가곡리 1493 원주기업도시라온프라이빗",43000,2018,85,10,1669,1
"1710",2022-03-11,2022-03-01,"2022","42130","강원_원주","원주롯데캐슬골드파크1차","강원도 원주시 지정면 가곡리 1512 원주롯데캐슬골드파크1차",45000,2019,85,3,1747,1
"1711",2022-03-12,2022-03-01,"2022","42130","강원_원주","원주롯데캐슬더퍼스트1차","강원도 원주시 지정면 가곡리 1537 원주롯데캐슬더퍼스트1차",29400,2018,60,22,1617,1
"1712",2022-03-15,2022-03-01,"2022","42130","강원_원주","EG-the1아파트","강원도 원주시 지정면 가곡리 1453 EG-the1아파트",24000,2019,60,3,1320,1
"1713",2022-03-16,2022-03-01,"2022","42130","강원_원주","원주기업도시유보라아이비파크2단지","강원도 원주시 지정면 가곡리 1470-1 원주기업도시유보라아이비파크2단지",29700,2019,60,8,1634,1
