"","ymd","ym","year","code","addr_1","apt_nm","juso_jibun","price","con_year","area","floor","py","cnt"
"3063",2022-06-29,2022-06-01,"2022","42130","강원_원주","세경","강원도 원주시 개운동 203-70 세경",7500,1988,47,4,527,1
"3064",2022-06-30,2022-06-01,"2022","42130","강원_원주","개운한신휴플러스1차","강원도 원주시 개운동 441 개운한신휴플러스1차",25700,2006,85,9,998,1
"3065",2022-06-30,2022-06-01,"2022","42130","강원_원주","개운한신휴플러스1차","강원도 원주시 개운동 441 개운한신휴플러스1차",28200,2006,85,16,1095,1
"3066",2022-06-01,2022-06-01,"2022","42130","강원_원주","더샵원주센트럴파크2단지","강원도 원주시 명륜동 856 더샵원주센트럴파크2단지",51974,2021,102,11,1682,1
"3067",2022-06-01,2022-06-01,"2022","42130","강원_원주","원주삼성","강원도 원주시 명륜동 547 원주삼성",14900,1990,77,5,639,1
"3068",2022-06-02,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",10000,1992,50,4,660,1
"3069",2022-06-02,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",8700,1992,50,13,574,1
"3070",2022-06-02,2022-06-01,"2022","42130","강원_원주","단구2단지","강원도 원주시 명륜동 480 단구2단지",15500,1990,47,1,1088,1
"3071",2022-06-02,2022-06-01,"2022","42130","강원_원주","동현맨션","강원도 원주시 명륜동 205-151 동현맨션",7000,1989,55,5,420,1
"3072",2022-06-03,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",7700,1992,39,11,652,1
"3073",2022-06-03,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",17500,2000,75,3,770,1
"3074",2022-06-03,2022-06-01,"2022","42130","강원_원주","원주삼성","강원도 원주시 명륜동 547 원주삼성",13400,1990,77,5,574,1
"3075",2022-06-04,2022-06-01,"2022","42130","강원_원주","더샵원주센트럴파크2단지","강원도 원주시 명륜동 856 더샵원주센트럴파크2단지",52150,2021,85,18,2025,1
"3076",2022-06-04,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",26000,2000,115,5,746,1
"3077",2022-06-05,2022-06-01,"2022","42130","강원_원주","구곡청구2단지","강원도 원주시 명륜동 847-3 구곡청구2단지",22990,1997,85,11,893,1
"3078",2022-06-07,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",9380,1992,41,7,755,1
"3079",2022-06-09,2022-06-01,"2022","42130","강원_원주","단구1단지","강원도 원주시 명륜동 376 단구1단지",17000,1988,47,1,1194,1
"3080",2022-06-09,2022-06-01,"2022","42130","강원_원주","동성","강원도 원주시 명륜동 147-1 동성",13500,1992,85,4,524,1
"3081",2022-06-09,2022-06-01,"2022","42130","강원_원주","동보노빌리티2","강원도 원주시 명륜동 847-4 동보노빌리티2",32000,2002,148,12,714,1
"3082",2022-06-11,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",19300,2000,75,5,849,1
"3083",2022-06-12,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",28000,2000,115,14,803,1
"3084",2022-06-12,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",9800,1992,50,3,647,1
"3085",2022-06-13,2022-06-01,"2022","42130","강원_원주","대성현대","강원도 원주시 명륜동 124 대성현대",16000,1991,85,3,621,1
"3086",2022-06-13,2022-06-01,"2022","42130","강원_원주","구곡청구1단지","강원도 원주시 명륜동 847-1 구곡청구1단지",23000,1997,102,10,744,1
"3087",2022-06-13,2022-06-01,"2022","42130","강원_원주","단구2단지","강원도 원주시 명륜동 480 단구2단지",15300,1990,47,4,1074,1
"3088",2022-06-14,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",18500,2000,85,3,718,1
"3089",2022-06-14,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",9000,1992,50,2,594,1
"3090",2022-06-15,2022-06-01,"2022","42130","강원_원주","현대1","강원도 원주시 명륜동 205-37 현대1",17500,1990,85,15,679,1
"3091",2022-06-15,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",9600,1992,50,11,634,1
"3092",2022-06-15,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",21900,2000,85,6,850,1
"3093",2022-06-16,2022-06-01,"2022","42130","강원_원주","구곡청구2단지","강원도 원주시 명륜동 847-3 구곡청구2단지",20400,1997,85,1,792,1
"3094",2022-06-16,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",9100,1992,50,2,601,1
"3095",2022-06-16,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",8200,1992,39,13,694,1
"3096",2022-06-17,2022-06-01,"2022","42130","강원_원주","구곡청구2단지","강원도 원주시 명륜동 847-3 구곡청구2단지",22300,1997,85,9,866,1
"3097",2022-06-17,2022-06-01,"2022","42130","강원_원주","단구1단지","강원도 원주시 명륜동 376 단구1단지",11000,1988,32,4,1134,1
"3098",2022-06-17,2022-06-01,"2022","42130","강원_원주","행운","강원도 원주시 명륜동 710 행운",8200,1992,41,9,660,1
"3099",2022-06-18,2022-06-01,"2022","42130","강원_원주","현대2차","강원도 원주시 명륜동 764 현대2차",17800,1990,85,11,691,1
"3100",2022-06-20,2022-06-01,"2022","42130","강원_원주","현대2차","강원도 원주시 명륜동 764 현대2차",16800,1990,85,6,652,1
"3101",2022-06-22,2022-06-01,"2022","42130","강원_원주","현진에버빌3차","강원도 원주시 명륜동 847-2 현진에버빌3차",30000,2004,113,11,876,1
"3102",2022-06-22,2022-06-01,"2022","42130","강원_원주","구곡청구2단지","강원도 원주시 명륜동 847-3 구곡청구2단지",18000,1997,85,12,699,1
"3103",2022-06-25,2022-06-01,"2022","42130","강원_원주","동보노빌리티2","강원도 원주시 명륜동 847-4 동보노빌리티2",29500,2002,148,1,658,1
"3104",2022-06-25,2022-06-01,"2022","42130","강원_원주","원주삼성","강원도 원주시 명륜동 547 원주삼성",11000,1990,69,1,526,1
"3105",2022-06-25,2022-06-01,"2022","42130","강원_원주","대성현대","강원도 원주시 명륜동 124 대성현대",11000,1991,75,4,484,1
"3106",2022-06-26,2022-06-01,"2022","42130","강원_원주","성원","강원도 원주시 명륜동 802 성원",19000,2000,75,9,836,1
"3107",2022-06-27,2022-06-01,"2022","42130","강원_원주","동성","강원도 원주시 명륜동 147-1 동성",15500,1992,85,7,602,1
"3108",2022-06-27,2022-06-01,"2022","42130","강원_원주","단구1단지","강원도 원주시 명륜동 376 단구1단지",17500,1988,47,4,1229,1
"3109",2022-06-30,2022-06-01,"2022","42130","강원_원주","단구1단지","강원도 원주시 명륜동 376 단구1단지",11000,1988,40,5,908,1
"3110",2022-06-01,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",14850,1997,60,1,817,1
"3111",2022-06-01,2022-06-01,"2022","42130","강원_원주","현진에버빌5차","강원도 원주시 단구동 1682-1 현진에버빌5차",31700,2006,95,13,1101,1
"3112",2022-06-01,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",13000,2001,59,9,727,1
"3113",2022-06-01,2022-06-01,"2022","42130","강원_원주","단구동한신더휴","강원도 원주시 단구동 1451 단구동한신더휴",37000,2017,85,17,1436,1
"3114",2022-06-02,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",12800,2001,59,5,716,1
"3115",2022-06-02,2022-06-01,"2022","42130","강원_원주","세경웰러스","강원도 원주시 단구동 1589-3 세경웰러스",19900,2005,85,15,773,1
"3116",2022-06-02,2022-06-01,"2022","42130","강원_원주","세경웰러스","강원도 원주시 단구동 1589-3 세경웰러스",19500,2005,85,1,757,1
"3117",2022-06-02,2022-06-01,"2022","42130","강원_원주","원흥4","강원도 원주시 단구동 186-2 원흥4",10800,1995,60,16,594,1
"3118",2022-06-02,2022-06-01,"2022","42130","강원_원주","한일","강원도 원주시 단구동 1517-2 한일",18200,1997,60,3,1001,1
"3119",2022-06-03,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",12600,2001,59,13,705,1
"3120",2022-06-03,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",12300,2001,59,8,688,1
"3121",2022-06-03,2022-06-01,"2022","42130","강원_원주","한일","강원도 원주시 단구동 1517-2 한일",17300,1997,60,10,951,1
"3122",2022-06-03,2022-06-01,"2022","42130","강원_원주","단구동한신더휴","강원도 원주시 단구동 1451 단구동한신더휴",32000,2017,75,9,1408,1
"3123",2022-06-04,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",15600,1997,60,1,858,1
"3124",2022-06-04,2022-06-01,"2022","42130","강원_원주","동보노빌리티타워","강원도 원주시 단구동 1510-1 동보노빌리티타워",20800,2006,85,14,808,1
"3125",2022-06-04,2022-06-01,"2022","42130","강원_원주","원주단구내안애카운티에듀파크1단지","강원도 원주시 단구동 1721 원주단구내안애카운티에듀파크1단지",35500,2020,85,12,1378,1
"3126",2022-06-04,2022-06-01,"2022","42130","강원_원주","세경웰러스","강원도 원주시 단구동 1589-3 세경웰러스",21000,2005,85,14,815,1
"3127",2022-06-04,2022-06-01,"2022","42130","강원_원주","해청","강원도 원주시 단구동 587-1 해청",12800,1991,71,12,595,1
"3128",2022-06-05,2022-06-01,"2022","42130","강원_원주","현진에버빌","강원도 원주시 단구동 1612 현진에버빌",22000,2001,85,15,854,1
"3129",2022-06-06,2022-06-01,"2022","42130","강원_원주","현대1","강원도 원주시 단구동 1517-4 현대1",17500,1997,60,9,962,1
"3130",2022-06-07,2022-06-01,"2022","42130","강원_원주","현대1","강원도 원주시 단구동 1517-4 현대1",15300,1997,60,14,842,1
"3131",2022-06-07,2022-06-01,"2022","42130","강원_원주","청솔2차","강원도 원주시 단구동 1588-4 청솔2차",10500,2000,59,5,587,1
"3132",2022-06-07,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",10000,2001,59,14,559,1
"3133",2022-06-07,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",9000,1994,57,8,521,1
"3134",2022-06-07,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",9700,2000,59,7,543,1
"3135",2022-06-08,2022-06-01,"2022","42130","강원_원주","동보렉스5","강원도 원주시 단구동 1026-18 동보렉스5",8100,1991,52,6,514,1
"3136",2022-06-09,2022-06-01,"2022","42130","강원_원주","원주단구내안애카운티에듀파크2단지","강원도 원주시 단구동 1711 원주단구내안애카운티에듀파크2단지",34800,2020,85,2,1351,1
"3137",2022-06-09,2022-06-01,"2022","42130","강원_원주","중앙하이츠아파트","강원도 원주시 단구동 1702 중앙하이츠아파트",24400,2008,85,11,947,1
"3138",2022-06-09,2022-06-01,"2022","42130","강원_원주","현대1","강원도 원주시 단구동 1517-4 현대1",17000,1997,60,5,935,1
"3139",2022-06-09,2022-06-01,"2022","42130","강원_원주","청솔2차","강원도 원주시 단구동 1588-4 청솔2차",12900,2000,59,10,722,1
"3140",2022-06-09,2022-06-01,"2022","42130","강원_원주","청솔2차","강원도 원주시 단구동 1588-4 청솔2차",12000,2000,59,4,671,1
"3141",2022-06-10,2022-06-01,"2022","42130","강원_원주","청솔3차","강원도 원주시 단구동 1679 청솔3차",12500,2000,59,4,699,1
"3142",2022-06-10,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",10700,2000,59,1,598,1
"3143",2022-06-10,2022-06-01,"2022","42130","강원_원주","동보노빌리티타워","강원도 원주시 단구동 1510-1 동보노빌리티타워",22500,2006,85,23,874,1
"3144",2022-06-11,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",10000,2001,59,1,559,1
"3145",2022-06-11,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",10400,2002,60,1,572,1
"3146",2022-06-11,2022-06-01,"2022","42130","강원_원주","성일","강원도 원주시 단구동 1589-4 성일",14000,1998,60,11,770,1
"3147",2022-06-11,2022-06-01,"2022","42130","강원_원주","현진에버빌2","강원도 원주시 단구동 1588-1 현진에버빌2",18800,2002,60,4,1034,1
"3148",2022-06-11,2022-06-01,"2022","42130","강원_원주","원흥4","강원도 원주시 단구동 186-2 원흥4",14500,1995,85,13,563,1
"3149",2022-06-11,2022-06-01,"2022","42130","강원_원주","원흥4","강원도 원주시 단구동 186-2 원흥4",10500,1995,60,9,578,1
"3150",2022-06-11,2022-06-01,"2022","42130","강원_원주","중앙하이츠아파트","강원도 원주시 단구동 1702 중앙하이츠아파트",25200,2008,85,9,978,1
"3151",2022-06-11,2022-06-01,"2022","42130","강원_원주","노빌리티타워골드","강원도 원주시 단구동 1026-26 노빌리티타워골드",23500,2009,91,12,852,1
"3152",2022-06-11,2022-06-01,"2022","42130","강원_원주","신성미소지움","강원도 원주시 단구동 1604-1 신성미소지움",23800,2006,85,7,924,1
"3153",2022-06-12,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",16800,1997,60,9,924,1
"3154",2022-06-12,2022-06-01,"2022","42130","강원_원주","세경웰러스","강원도 원주시 단구동 1589-3 세경웰러스",21000,2005,85,5,815,1
"3155",2022-06-13,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",12400,2002,60,2,682,1
"3156",2022-06-13,2022-06-01,"2022","42130","강원_원주","유승","강원도 원주시 단구동 1478-4 유승",22000,2008,84,6,864,1
"3157",2022-06-13,2022-06-01,"2022","42130","강원_원주","성일","강원도 원주시 단구동 1589-4 성일",11000,1998,56,14,648,1
"3158",2022-06-14,2022-06-01,"2022","42130","강원_원주","청솔3차","강원도 원주시 단구동 1679 청솔3차",12800,2000,59,3,716,1
"3159",2022-06-14,2022-06-01,"2022","42130","강원_원주","청솔3차","강원도 원주시 단구동 1679 청솔3차",12800,2000,59,3,716,1
"3160",2022-06-14,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",12700,2000,59,6,710,1
"3161",2022-06-15,2022-06-01,"2022","42130","강원_원주","성일","강원도 원주시 단구동 1589-4 성일",14300,1998,60,4,786,1
"3162",2022-06-16,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",13400,2001,59,12,749,1
"3163",2022-06-16,2022-06-01,"2022","42130","강원_원주","현진에버빌","강원도 원주시 단구동 1612 현진에버빌",23000,2001,85,6,893,1
"3164",2022-06-16,2022-06-01,"2022","42130","강원_원주","현대1","강원도 원주시 단구동 1517-4 현대1",14000,1997,60,2,770,1
"3165",2022-06-17,2022-06-01,"2022","42130","강원_원주","현진에버빌6차","강원도 원주시 단구동 1682-3 현진에버빌6차",27700,2006,85,1,1075,1
"3166",2022-06-17,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",11500,2001,59,8,643,1
"3167",2022-06-17,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",14800,2002,60,8,814,1
"3168",2022-06-17,2022-06-01,"2022","42130","강원_원주","한신휴플러스2차아파트","강원도 원주시 단구동 1461 한신휴플러스2차아파트",21500,2006,60,17,1182,1
"3169",2022-06-18,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",13600,2002,60,10,748,1
"3170",2022-06-18,2022-06-01,"2022","42130","강원_원주","중앙하이츠아파트","강원도 원주시 단구동 1702 중앙하이츠아파트",28300,2008,107,11,873,1
"3171",2022-06-18,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",13000,2002,60,5,715,1
"3172",2022-06-18,2022-06-01,"2022","42130","강원_원주","청솔2차","강원도 원주시 단구동 1588-4 청솔2차",11000,2000,59,11,615,1
"3173",2022-06-20,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",14000,2002,60,8,770,1
"3174",2022-06-20,2022-06-01,"2022","42130","강원_원주","청솔3차","강원도 원주시 단구동 1679 청솔3차",13000,2000,59,13,727,1
"3175",2022-06-20,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",12000,1994,75,11,528,1
"3176",2022-06-21,2022-06-01,"2022","42130","강원_원주","단구동한신더휴","강원도 원주시 단구동 1451 단구동한신더휴",38200,2017,85,13,1483,1
"3177",2022-06-21,2022-06-01,"2022","42130","강원_원주","유승","강원도 원주시 단구동 1478-4 유승",21700,2003,84,12,852,1
"3178",2022-06-22,2022-06-01,"2022","42130","강원_원주","중앙하이츠아파트","강원도 원주시 단구동 1702 중앙하이츠아파트",22000,2008,85,2,854,1
"3179",2022-06-22,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",10300,2000,59,5,576,1
"3180",2022-06-22,2022-06-01,"2022","42130","강원_원주","원주단구내안애카운티에듀파크2단지","강원도 원주시 단구동 1711 원주단구내안애카운티에듀파크2단지",34500,2020,85,3,1339,1
"3181",2022-06-23,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",12500,2002,60,1,688,1
"3182",2022-06-23,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",12900,2002,60,13,710,1
"3183",2022-06-23,2022-06-01,"2022","42130","강원_원주","단구동한신더휴","강원도 원주시 단구동 1451 단구동한신더휴",28500,2017,60,9,1568,1
"3184",2022-06-24,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",13000,2000,59,6,727,1
"3185",2022-06-24,2022-06-01,"2022","42130","강원_원주","청솔4차","강원도 원주시 단구동 1684-1 청솔4차",11800,2001,59,5,660,1
"3186",2022-06-24,2022-06-01,"2022","42130","강원_원주","청솔7차","강원도 원주시 단구동 1517-3 청솔7차",13400,2002,60,6,737,1
"3187",2022-06-25,2022-06-01,"2022","42130","강원_원주","청솔1차","강원도 원주시 단구동 1589-2 청솔1차",11000,2000,59,6,615,1
"3188",2022-06-25,2022-06-01,"2022","42130","강원_원주","현진에버빌2","강원도 원주시 단구동 1588-1 현진에버빌2",17900,2002,60,14,984,1
"3189",2022-06-25,2022-06-01,"2022","42130","강원_원주","선아","강원도 원주시 단구동 186-11 선아",10000,1980,74,1,446,1
"3190",2022-06-25,2022-06-01,"2022","42130","강원_원주","원주단구내안애카운티에듀파크1단지","강원도 원주시 단구동 1721 원주단구내안애카운티에듀파크1단지",38000,2020,85,17,1475,1
"3191",2022-06-25,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",10000,1994,57,1,579,1
"3192",2022-06-25,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",10600,1994,67,13,522,1
"3193",2022-06-25,2022-06-01,"2022","42130","강원_원주","해청","강원도 원주시 단구동 587-1 해청",9300,1991,71,4,432,1
"3194",2022-06-25,2022-06-01,"2022","42130","강원_원주","한일","강원도 원주시 단구동 1517-2 한일",17500,1997,60,7,962,1
"3195",2022-06-26,2022-06-01,"2022","42130","강원_원주","중앙하이츠아파트","강원도 원주시 단구동 1702 중앙하이츠아파트",24300,2008,85,14,943,1
"3196",2022-06-27,2022-06-01,"2022","42130","강원_원주","원흥4","강원도 원주시 단구동 186-2 원흥4",15500,1995,85,14,602,1
"3197",2022-06-27,2022-06-01,"2022","42130","강원_원주","성일","강원도 원주시 단구동 1589-4 성일",8500,1998,56,6,501,1
"3198",2022-06-27,2022-06-01,"2022","42130","강원_원주","두산","강원도 원주시 단구동 1520 두산",22000,1997,135,9,538,1
"3199",2022-06-27,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",10700,1994,67,4,527,1
"3200",2022-06-27,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",17800,1997,60,8,979,1
"3201",2022-06-27,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",17800,1997,60,2,979,1
"3202",2022-06-27,2022-06-01,"2022","42130","강원_원주","대흥","강원도 원주시 단구동 1467 대흥",11800,1994,67,7,581,1
"3203",2022-06-28,2022-06-01,"2022","42130","강원_원주","대림","강원도 원주시 단구동 1517-1 대림",17000,1997,60,13,935,1
"3204",2022-06-28,2022-06-01,"2022","42130","강원_원주","청솔3차","강원도 원주시 단구동 1679 청솔3차",13500,2000,59,4,755,1
"3205",2022-06-28,2022-06-01,"2022","42130","강원_원주","세경웰러스","강원도 원주시 단구동 1589-3 세경웰러스",21400,2005,85,7,831,1
"3206",2022-06-28,2022-06-01,"2022","42130","강원_원주","청솔2차","강원도 원주시 단구동 1588-4 청솔2차",13000,2000,59,7,727,1
"3207",2022-06-29,2022-06-01,"2022","42130","강원_원주","원흥4","강원도 원주시 단구동 186-2 원흥4",15300,1995,85,1,594,1
"3208",2022-06-29,2022-06-01,"2022","42130","강원_원주","해청","강원도 원주시 단구동 587-1 해청",13500,1991,85,5,524,1
"3209",2022-06-04,2022-06-01,"2022","42130","강원_원주","두진하트리움시티","강원도 원주시 일산동 365 두진하트리움시티",29500,2019,60,27,1622,1
"3210",2022-06-07,2022-06-01,"2022","42130","강원_원주","우보삼성","강원도 원주시 일산동 333-3 우보삼성",13500,1993,85,3,524,1
"3211",2022-06-07,2022-06-01,"2022","42130","강원_원주","일산국제","강원도 원주시 일산동 247-162 일산국제",11700,2001,60,6,644,1
"3212",2022-06-09,2022-06-01,"2022","42130","강원_원주","우보삼성","강원도 원주시 일산동 333-3 우보삼성",7300,1993,43,13,560,1
"3213",2022-06-09,2022-06-01,"2022","42130","강원_원주","두진하트리움시티","강원도 원주시 일산동 365 두진하트리움시티",35700,2019,85,7,1386,1
"3214",2022-06-10,2022-06-01,"2022","42130","강원_원주","우보삼성","강원도 원주시 일산동 333-3 우보삼성",13800,1993,85,9,536,1
"3215",2022-06-17,2022-06-01,"2022","42130","강원_원주","일산국제","강원도 원주시 일산동 247-162 일산국제",10800,2001,60,13,594,1
"3216",2022-06-22,2022-06-01,"2022","42130","강원_원주","일산국제","강원도 원주시 일산동 247-162 일산국제",14300,2001,85,14,555,1
"3217",2022-06-03,2022-06-01,"2022","42130","강원_원주","삼천리1","강원도 원주시 학성동 1032-6 삼천리1",13800,1991,134,11,340,1
"3218",2022-06-04,2022-06-01,"2022","42130","강원_원주","삼천리2","강원도 원주시 학성동 1032-9 삼천리2",10200,1993,56,3,601,1
"3219",2022-06-08,2022-06-01,"2022","42130","강원_원주","삼천리1","강원도 원주시 학성동 1032-6 삼천리1",10500,1991,74,3,468,1
"3220",2022-06-25,2022-06-01,"2022","42130","강원_원주","삼천리2","강원도 원주시 학성동 1032-9 삼천리2",12400,1993,77,12,531,1
"3221",2022-06-28,2022-06-01,"2022","42130","강원_원주","영진로얄맨션","강원도 원주시 학성동 1056-1 영진로얄맨션",12700,1991,76,11,551,1
"3222",2022-06-01,2022-06-01,"2022","42130","강원_원주","세경3차","강원도 원주시 단계동 807-1 세경3차",12000,1996,60,15,660,1
"3223",2022-06-03,2022-06-01,"2022","42130","강원_원주","현대3차","강원도 원주시 단계동 507 현대3차",15000,1992,85,15,582,1
"3224",2022-06-04,2022-06-01,"2022","42130","강원_원주","동보렉스3","강원도 원주시 단계동 111-4 동보렉스3",5000,1990,44,5,375,1
"3225",2022-06-04,2022-06-01,"2022","42130","강원_원주","현대3차","강원도 원주시 단계동 507 현대3차",15000,1992,85,1,582,1
"3226",2022-06-04,2022-06-01,"2022","42130","강원_원주","코오롱","강원도 원주시 단계동 880 코오롱",16850,1994,60,5,927,1
"3227",2022-06-04,2022-06-01,"2022","42130","강원_원주","단계주공","강원도 원주시 단계동 792 단계주공",25000,1985,55,2,1500,1
"3228",2022-06-06,2022-06-01,"2022","42130","강원_원주","동보렉스3","강원도 원주시 단계동 111-4 동보렉스3",7500,1990,60,4,412,1
"3229",2022-06-07,2022-06-01,"2022","42130","강원_원주","코오롱","강원도 원주시 단계동 880 코오롱",17200,1994,60,7,946,1
"3230",2022-06-07,2022-06-01,"2022","42130","강원_원주","원주봉화산벨라시티3차아파트","강원도 원주시 단계동 1221 원주봉화산벨라시티3차아파트",29500,2020,60,16,1622,1
"3231",2022-06-08,2022-06-01,"2022","42130","강원_원주","세경3차","강원도 원주시 단계동 807-1 세경3차",9500,1996,60,12,522,1
"3232",2022-06-09,2022-06-01,"2022","42130","강원_원주","원주봉화산푸르지오","강원도 원주시 단계동 1184 원주봉화산푸르지오",35000,2017,73,13,1582,1
"3233",2022-06-10,2022-06-01,"2022","42130","강원_원주","현진","강원도 원주시 단계동 806-1 현진",14000,1993,85,4,544,1
"3234",2022-06-10,2022-06-01,"2022","42130","강원_원주","코오롱","강원도 원주시 단계동 880 코오롱",17600,1994,60,6,968,1
"3235",2022-06-11,2022-06-01,"2022","42130","강원_원주","현대3차","강원도 원주시 단계동 507 현대3차",22000,1992,133,13,546,1
"3236",2022-06-13,2022-06-01,"2022","42130","강원_원주","동보렉스3","강원도 원주시 단계동 111-4 동보렉스3",5400,1990,44,5,405,1
"3237",2022-06-13,2022-06-01,"2022","42130","강원_원주","동보렉스4","강원도 원주시 단계동 111-47 동보렉스4",8900,1991,59,6,498,1
"3238",2022-06-14,2022-06-01,"2022","42130","강원_원주","벽산","강원도 원주시 단계동 809 벽산",23000,1993,124,4,612,1
"3239",2022-06-15,2022-06-01,"2022","42130","강원_원주","세경3차","강원도 원주시 단계동 807-1 세경3차",14000,1996,60,6,770,1
"3240",2022-06-15,2022-06-01,"2022","42130","강원_원주","현진","강원도 원주시 단계동 806-1 현진",19000,1993,85,13,738,1
"3241",2022-06-16,2022-06-01,"2022","42130","강원_원주","코오롱","강원도 원주시 단계동 880 코오롱",20350,1994,85,6,790,1
"3242",2022-06-17,2022-06-01,"2022","42130","강원_원주","봉화산e-편한세상","강원도 원주시 단계동 1095-1 봉화산e-편한세상",39000,2006,117,9,1100,1
"3243",2022-06-18,2022-06-01,"2022","42130","강원_원주","현대3차","강원도 원주시 단계동 507 현대3차",15800,1992,85,18,613,1
"3244",2022-06-18,2022-06-01,"2022","42130","강원_원주","동보렉스3","강원도 원주시 단계동 111-4 동보렉스3",4900,1990,44,5,367,1
"3245",2022-06-18,2022-06-01,"2022","42130","강원_원주","단계이안1단지","강원도 원주시 단계동 1166 단계이안1단지",24300,2007,85,8,943,1
"3246",2022-06-19,2022-06-01,"2022","42130","강원_원주","동보렉스4","강원도 원주시 단계동 111-47 동보렉스4",8000,1991,50,15,528,1
"3247",2022-06-22,2022-06-01,"2022","42130","강원_원주","단계롯데","강원도 원주시 단계동 807 단계롯데",17000,1993,77,10,729,1
"3248",2022-06-23,2022-06-01,"2022","42130","강원_원주","세경3차","강원도 원주시 단계동 807-1 세경3차",12800,1996,60,2,704,1
"3249",2022-06-23,2022-06-01,"2022","42130","강원_원주","벽산","강원도 원주시 단계동 809 벽산",21700,1993,95,8,754,1
"3250",2022-06-24,2022-06-01,"2022","42130","강원_원주","현대3차","강원도 원주시 단계동 507 현대3차",15000,1992,85,4,582,1
"3251",2022-06-25,2022-06-01,"2022","42130","강원_원주","원주봉화산푸르지오","강원도 원주시 단계동 1184 원주봉화산푸르지오",32500,2017,73,2,1469,1
